EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;GRUPO DE VOO;PASSAGEIROS PAGOS
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;4022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2696
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2379
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;457
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2839
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;13
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;14649
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;1433
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;3359
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;4878
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;410
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2746
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;1889
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2151
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;578
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;3898
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2964
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2880
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;187
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;4843
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;297
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;4305
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;5113
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2591
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;1041
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;6794
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2770
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;4115
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;2098
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;203
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;279
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;1120
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;1762
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;1429
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;1987
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;5893
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2020;7;REGULAR;477
;;;;;;1367221
